currency,time,open,high,low,close,volume
ALGOUSDT,1675589940.0,0.268,0.2681,0.268,0.2681,1639.0
ALGOUSDT,1675590060.0,0.2682,0.2682,0.2681,0.2682,7641.0
ALGOUSDT,1675590120.0,0.2683,0.2684,0.2683,0.2684,3533.0
ALGOUSDT,1675590180.0,0.2684,0.2687,0.2684,0.2687,12874.0
ALGOUSDT,1675590240.0,0.2687,0.2688,0.2687,0.2688,7901.0
ALGOUSDT,1675590300.0,0.2687,0.2688,0.2687,0.2688,854.0
ALGOUSDT,1675590360.0,0.2687,0.2687,0.2687,0.2687,10553.0
