currency,time,open,high,low,close,volume
BATUSDT,1675589940.0,0.2949,0.295,0.2944,0.2944,22483.0
BATUSDT,1675590000.0,0.2948,0.2949,0.2945,0.2945,6136.0
BATUSDT,1675590120.0,0.2949,0.2949,0.2948,0.2949,1477.0
BATUSDT,1675590180.0,0.295,0.2953,0.295,0.2952,9695.0
BATUSDT,1675590240.0,0.2953,0.2953,0.2951,0.2951,1404.0
BATUSDT,1675590300.0,0.2952,0.2953,0.2948,0.2948,2810.0
BATUSDT,1675590360.0,0.2947,0.2947,0.2943,0.2947,12475.0
