currency,time,open,high,low,close,volume
BNBUSDT,1675589940.0,335.0,335.1,334.7,334.7,264.156
BNBUSDT,1675590000.0,334.8,335.3,334.7,335.2,946.78
BNBUSDT,1675590060.0,335.2,335.5,335.2,335.3,232.717
BNBUSDT,1675590120.0,335.3,335.4,334.9,334.9,1090.692
BNBUSDT,1675590180.0,335.0,335.3,335.0,335.2,126.555
BNBUSDT,1675590240.0,335.1,335.3,335.1,335.2,84.33
BNBUSDT,1675590300.0,335.3,335.4,335.2,335.2,144.631
BNBUSDT,1675590360.0,335.2,335.3,335.0,335.2,151.849
