currency,time,open,high,low,close,volume
BANDUSDT,1675589940.0,2.255,2.255,2.253,2.253,1897.5
BANDUSDT,1675590060.0,2.254,2.255,2.254,2.255,560.3
BANDUSDT,1675590120.0,2.255,2.257,2.255,2.257,2161.5
BANDUSDT,1675590180.0,2.256,2.257,2.253,2.253,1883.0
