currency,time,open,high,low,close,volume
SXPUSDT,1675590120.0,0.3158,0.3158,0.3157,0.3157,1424.4
SXPUSDT,1675590180.0,0.3159,0.3161,0.3159,0.3161,18196.5
SXPUSDT,1675590240.0,0.3162,0.3164,0.3162,0.3164,4162.2
