currency,time,open,high,low,close,volume
DOTUSDT,1675589940.0,6.851,6.851,6.845,6.845,873.22
DOTUSDT,1675590060.0,6.848,6.848,6.848,6.848,31.08
DOTUSDT,1675590120.0,6.847,6.848,6.846,6.848,889.79
DOTUSDT,1675590180.0,6.849,6.855,6.849,6.855,299.77
DOTUSDT,1675590240.0,6.855,6.855,6.854,6.855,211.19
DOTUSDT,1675590300.0,6.855,6.855,6.853,6.853,1624.91
DOTUSDT,1675590360.0,6.854,6.855,6.852,6.855,1099.02
